anime_cast,anime_company,anime_name,anime_region,anime_status,anime_tag,anime_url,anime_view,anime_year
宫野真守|三木真一郎|生天目仁美|石田彰|子安武人,,钢铁三国志,日本,完结,耽美|冒险|奇幻,http://www.dilidili.wang/anime/gangtieshangz/,　一切纷争的元凶就是玉玺！那个陆家代代守护的神圣之物！面对困惑的陆逊，孔明轻启双唇，吐出了悲伤的离别之语：“入仕吴国吧......”,2010年之前
小林优|野田顺子|中原茂,,高尔夫小子,日本,完结,运动|热血|励志,http://www.dilidili.wang/anime/dandoh/,热血竞技,2010年之前
高桥广树|野川樱,OLM,怪医美女,日本,完结,科幻|励志,http://www.dilidili.wang/anime/guaiyimeinv/,秘密逐渐被发现，原来这个组织的老板原来是个医生，为了将死去的妈妈连记忆一起完全克隆，不停地做实验，而Ray就是死去的妈妈的克隆版本之.,
大川透|江口拓也|木内秀信|根谷美智子|悠木碧|泽城美雪,BONES,GOSICK,日本,完结,萝莉|推理|轻小说,http://www.dilidili.wang/anime/gosick/,校园侦探,
古谷彻|关俊彦|茶风林|池田秀一|大塚明夫|渡边明乃|潘惠美|三宅健太|藤村步|一条和矢|银河万丈|泽城美雪,,机动战士高达起源,日本,完结,科幻|机战|剧场版,http://www.dilidili.wang/anime/theorigin/,安彦高达挺立大地！重温当时的感动！超越当时的感动！,
保志总一朗|川澄绫子|堀江由衣|石田彰,STUDIO DEEN,光明之泪,日本,完结,游戏|奇幻|恋爱,http://www.dilidili.wang/anime/shining-world/,完全不能理解的战斗方式,2010年之前
木户衣吹|千本木彩花|市道真央,Nomad,归宅部活动记录,日本,完结,搞笑|治愈系|百合,http://www.dilidili.wang/anime/kitaku/,看人设骨骼略惊奇= =但——家里蹲有什么错！？,2013年7月
安元洋贵|平川大辅|小林由美子|游佐浩二,WIT STUDIO,鬼灯的冷彻,日本,完结,搞笑|奇幻,http://www.dilidili.wang/anime/hozuki/,难得有个纯正的搞笑作，值得观望,2014年1月
白石稔|加藤英美里|丰口惠美|秋元羊介|田中敦子|小杉十郎太|子安武人,GoHands,公主恋人,日本,完结,游戏|后宫|恋爱,http://www.dilidili.wang/anime/princesslover/,讲述了一个突然在上流社交界出道的少年邂逅一众妙龄少女的奢华恋爱物语,2010年之前
阿部敦|白井悠介|大桥贤一郎|江口拓也|齐藤壮马|小野贤章|羽多野涉|增田俊树|佐藤拓也,Triple A,Idolish7,日本,完结,搞笑|乙女,http://www.dilidili.wang/anime/idolish7/,想成为超级明星吗？,2018年1月
关智一|樱井孝宏,龙之子Production,Infini-T Force,日本,完结,科幻|热血,http://www.dilidili.wang/anime/infini/,《Infini-T Force》讲述历代龙之子英雄同台献艺的全3DCG动画。,2017年10月
保村真|井上麻里奈|丰口惠美|内山昂辉|日笠阳子|花泽香菜|田村由加莉|下田麻美|下屋则子|野上尤加奈,,IS〈Infinite Stratos〉,日本,完结,机战|轻小说|后宫,http://www.dilidili.wang/InfiniteStratos/,人气轻小说改编，声优阵容颇具看点,2011年1月
木户衣吹|藤村步,Arms,ISUCA 依丝卡,日本,完结,轻小说|后宫,http://www.dilidili.wang/anime/isuca/,超级福利向作品，将在寒冬当中带来无限的鼻血,2015年1月
大原沙耶香|皆川纯子|金元寿子|津田美波|上田丽奈|松风雅也|小山力也|小泽亚李|兴津和幸|子安武人,,ID-0,日本,完结,科幻|机战,http://www.dilidili.wang/anime/idzero/,隐藏在失去的记忆中的，是希望还是绝望,2017年4月
伊藤静,,I'S PURE,日本,完结,青春|恋爱,http://www.dilidili.wang/anime/ispureova/,你认为在一起三年就是真爱了吗？我告诉你，并不是！！！,
谷山纪章|福山润|吉野裕行|堀江由衣|能登麻美子|鸟海浩辅|平野绫|杉田智和|樱井孝宏|游佐浩二|中田让治,STUDIO DEEN,滑头鬼之孙 千年魔京,日本,完结,热血|冒险|奇幻,http://www.dilidili.wang/anime/nuramago2/,话说滑头鬼的头也是和头发一样长,2010年7月
井上麻里奈|内山昂辉|日笠阳子|花泽香菜|下田麻美|野上尤加奈,,IS〈Infinite Stratos〉2,日本,完结,机战|轻小说|后宫,http://www.dilidili.wang/anime/InfiniteStratos2/,人气轻小说改编，声优阵容颇具看点,2013年10月
关智一|阪口大助|浪川大辅|绿川光|桑岛法子|田中理恵|野上尤加奈|樱井孝宏|中尾隆圣|竹本英史,,怪化猫,日本,完结,推理|热血|奇幻,http://www.dilidili.wang/anime/ayakashi1/,听说是很好的作品,2010年之前
大原沙耶香|皆川纯子|金元寿子|津田美波|上田丽奈|松风雅也|小山力也|小泽亚李|兴津和幸|子安武人,,ID-0 web短篇,日本,连载中,科幻|机战|泡面番,http://www.dilidili.wang/anime/idzeroweb/,隐藏在失去的记忆中的，是希望还是绝望,2017年4月
阿澄佳奈|能登麻美子|花泽香菜|喜多村英梨|泽城美雪|沼仓爱美,Ordet,黑岩射手,日本,完结,冒险|美少女|动作,http://www.dilidili.wang/anime/BLACK-ROCK/,原创动画，素材源自Huke原创的插画角色,
清水爱|水桥香织|田口宏子|樱井孝宏,,灰色的果实,日本,完结,恋爱,http://www.dilidili.wang/anime/grisaia/,“2011年萌系游戏大赏”Galgame改编。,
东山奈央|内山夕实|西明日香|种田梨沙,Studio五组,黄金拼图,日本,完结,搞笑|萝莉|青春,http://www.dilidili.wang/anime/kiniromozaiku/,席卷爱丽丝与小忍一行人的日英美少女东西合并的喜剧,
东山奈央|内山夕实|西明日香|种田梨沙,Studio五组,黄金拼图 第二季,日本,完结,搞笑|青春|百合,http://www.dilidili.wang/anime/kinmosa2/,少女们春天又来啦，五组这次又要发百合猛药了,2015年4月
堀江由衣,,黑白小姐第一季,日本,完结,搞笑|青春|励志|泡面番,http://www.dilidili.wang/anime/missmonochrome1/,堀江由衣,2013年10月
成田剑|矶部勉|江川央生|浪川大辅|丰口惠美|楠大典|平田广明|三宅健太|森川智之|杉田智和|小山茉美|雪野五月|中村悠一|中田让治,MADHOUSE,黑礁第一季&第二季&第三季,日本,完结,热血|冒险|美少女|动作,http://www.dilidili.wang/anime/Blacklagoon/,公司职员冈岛的复仇之旅...,
鹤冈聪|清水爱|水桥香织|田口宏子|樱井孝宏|诹访彩花,,灰色的迷宫,日本,完结,游戏|后宫,http://www.dilidili.wang/anime/grisaia3/,2011年萌系游戏大赏”Galgame改编。,2015年4月
,,海月姬真人电影,日本,完结,搞笑|真人|青春,http://www.dilidili.wang/anime/kuragehi/,能年玲奈主演，宅女的最爱,
高垣彩阳|日野聪|水原薫|小西克幸|伊濑茉莉也|游佐浩二|斋藤千和|真堂圭,GAINAX,花丸幼稚园,日本,,搞笑|治愈系|萝莉,http://www.dilidili.wang/anime/Hanamaru/,这里是一群超级卡哇伊的小盆友。,
木内秀信|花泽香菜|三宅健太|桑岛法子|松风雅也|斋贺光希,BONES,黑之契约者 第二季,日本,完结,科幻|热血|动作,http://www.dilidili.wang/anime/darkerthanblack2/,契约者不会做梦！,2010年之前
本田贵子|草尾毅|川上伦子|福圆美里|加藤英美里|井上和彦|丰口惠美|木内秀信|三瓶由布子|水树奈奈|松本保典|佐佐木望,BONES,黑之契约者 第一季,日本,完结,科幻|热血|动作,http://www.dilidili.wang/anime/darkerthanblack/,契约者是绝对理性的、冷酷的、自私的、杀人不眨眼的。,2010年之前
大空直美|桑岛法子|上田耀司|野水伊织,Production IMS,狐仙的恋爱入门,日本,完结,青春|奇幻|恋爱|乙女,http://www.dilidili.wang/anime/inarikonkon/,让小狐狸来实现愿望把,2014年1月
细谷佳正|小野贤章|小野友树|斋藤千和,Production I.G,黑子的篮球 第二季,日本,完结,运动|青春|热血|乙女,http://www.dilidili.wang/anime/kurobas2/,第三季见,2013年10月
保志总一朗|谷山纪章|甲斐田雪|江口拓也|铃木达央|铃村健一|木村良平|神谷浩史|细谷佳正|小野大辅|小野贤章|小野友树|野岛裕史|羽多野涉|斋藤千和|折笠富美子|诹访部顺一,Production I.G,黑子的篮球 第三季,日本,完结,运动|青春|热血|乙女,http://www.dilidili.wang/anime/kurobas3/,完结篇,2015年1月
清川元梦|榊原良子|土井美加|折笠富美子|中田让治,,皇家国教骑士团（地狱之歌）,日本,完结,热血|动作,http://www.dilidili.wang/anime/Hellsing-Ultimate/,谁会是最后一个活下来的人？,2010年之前
安元洋贵|保志总一朗|谷山纪章|福山润|吉野裕行|间岛淳司|堀江由衣|鸟海浩辅|平野绫|杉田智和|樱井孝宏|中田让治,STUDIO DEEN,滑头鬼之孙 第一季,日本,完结,热血|冒险|奇幻,http://www.dilidili.wang/anime/nuramago/,话说滑头鬼的头也是和头发一样长,2010年7月
,,火魅子传,日本,完结,奇幻|动作,http://www.dilidili.wang/anime/huomeizizhuan/,暗之泉涌出来了，发现了秘密的紫香乐奸险地笑了起,
阿澄佳奈|堀江由衣|寿美菜子,,海物语,日本,完结,治愈系|美少女|百合,http://www.dilidili.wang/anime/haiwuyu/,来自大海的少女，清纯绝恋。我想起我那个远去的青春,
保志总一朗|川澄绫子|中原麻衣,,黄昏的腕轮传说,日本,完结,科幻|动作,http://www.dilidili.wang/anime/hhdwlcs/,诸神的黄昏降临之时！我们来搞笑吧!!!,
福山润|高桥广树,STUDIO DEEN,滑板战士,日本,完结,科幻|机战|恋爱,http://www.dilidili.wang/anime/huabanzs/,滑板战士,2010年之前
安元洋贵|宫野真守|大桥贤一郎|冈本信彦|近藤隆|浪川大辅|铃木达央|明坂聪美|高桥广树|下野纮|小山力也|游佐浩二|竹本英史,SATELIGHT|Studio五组,红伤骑士X,日本,完结,冒险|奇幻|乙女,http://www.dilidili.wang/anime/kishijeikesi/,逆后宫？,2016年7月
,,画江湖之不良人,中国,完结,,http://www.dilidili.wang/anime/hjhzblr/,原创大型三维成人武侠动画钜制,
宫野真守|代永翼|濑户麻沙美|茅野爱衣|石冢运升|细谷佳正|中井和哉,MADHOUSE,花牌情缘 第一季,日本,完结,运动|恋爱|励志,http://www.dilidili.wang/anime/huapaiqy1/,,2011年10月
吉野裕行|浅野真澄|神谷浩史|小西克幸|小野大辅|斋贺光希|置鲇龙太郎|诹访部顺一,A・C・G・T,幻影少年,日本,完结,耽美|乙女,http://www.dilidili.wang/anime/monochro/,讲述他们和跨过现实世界的分界线袭来的“影子”的使者之间纷繁交错的“光与影”,2010年之前
坂本真绫|大塚芳忠|立木文彦|杉田智和|神谷浩史|藤原启治|泽城美雪|子安武人,SHAFT,荒川爆笑团 第二季,日本,完结,搞笑|治愈系,http://www.dilidili.wang/anime/underthebridge2/,地球人不能发射电波的桥下,2010年10月
江口拓也|木村良平|细谷佳正|小野大辅|小野贤章|小野友树|野岛裕史|斋藤千和,Production I.G,黑子的篮球 第一季,日本,完结,运动|青春|热血|乙女,http://www.dilidili.wang/anime/kurobas/,开挂篮球,2012年4月
坂本真绫|后藤邑子|大塚芳忠|立木文彦|三瓶由布子|杉田智和|神谷浩史|藤原启治|田中理恵|小见川千明|小山力也|新谷良子|泽城美雪|斋藤千和|中村悠一|子安武人,SHAFT,荒川爆笑团,日本,完结,搞笑|治愈系,http://www.dilidili.wang/anime/underthebridge/,地球人不能发射电波的桥下,2010年4月
钉宫理惠|井上麻里奈|堀江由衣|铃村健一|小林优|小野大辅,STUDIO DEEN,海猫鸣泣之时,,完结,恐怖|奇幻,http://www.dilidili.wang/anime/NakuKoroni/,动漫宫斗题材,2010年之前
,,海贼王剧场版,日本,连载中,热血|冒险|奇幻,http://www.dilidili.wang/anime/hzwjcb/,热血少年追寻梦想的故事！！！,2000年之前
,,花吻在上,日本,完结,青春|轻小说|百合,http://www.dilidili.wang/anime/huawen/,玲绪麻衣日记,2010年之前
黒田崇矢|新谷良子|悠木碧|泽城美雪|真田麻美,ZEXCS,红Kurenai,日本,完结,治愈系|萝莉|轻小说,http://www.dilidili.wang/anime/akakurenai/,少年保护一血萝莉,
,ARTLAND,Happiness!,日本,完结,搞笑|游戏|后宫|恋爱,http://www.dilidili.wang/anime/happiness/,套路啊..很多人的伪娘启蒙作,2010年之前
岛崎信长|江口拓也|津田美波|茅野爱衣|内山昂辉|内山夕实|石上静香|松冈祯丞,,虹色时光,日本,完结,青春|恋爱,http://www.dilidili.wang/anime/rainbowcolored/,以恋爱为主要任务的高中四人组，很青春的样子,2016年1月
安济知佳|岛崎信长|吉野裕行|细谷佳正|小松未可子,A-1 Pictures,灰与幻想的格林姆迦尔,日本,完结,轻小说|冒险|奇幻,http://www.dilidili.wang/anime/grimgar/,强大的制作团队，引人入胜的剧情设计,2016年1月
高垣彩阳|保志总一朗|渡边明乃|久川绫|千叶进步|入野自由|泽城美雪,BEE TRAIN,幻灵镇魂曲,日本,完结,游戏|热血|冒险,http://www.dilidili.wang/anime/phantom/,老虚的作品不解释,2010年之前
大桥彩香|高桥李依|水濑祈|寺岛拓笃|小林裕介|诹访彩花,,彗星路西法,日本,完结,奇幻,http://www.dilidili.wang/anime/comet-lucifer/,绚丽的景色是一大亮点,2015年10月
川澄绫子|胜生真沙子|土师孝也|西村知道|中井和哉,,混沌武士,日本,完结,搞笑|动作,http://www.dilidili.wang/anime/Samurai/,"风,无幻与仁三武士的旅程故事",2010年之前
,,火影忍者剧场版,日本,连载中,热血|冒险|励志|动作|剧场版,http://www.dilidili.wang/anime/narutojcbhj/,火影忍者剧场版大合集,2010年之前
鹤冈聪|清水爱|水桥香织|田口宏子|樱井孝宏|诹访彩花,,灰色的乐园,日本,完结,游戏|青春|恋爱,http://www.dilidili.wang/anime/grisaia2/,2011年萌系游戏大赏”Galgame改编,2015年4月
奥野香耶|山下七海|上田丽奈|田中美海|柚木凉香,,骇客娃娃,日本,完结,搞笑|百合|泡面番,http://www.dilidili.wang/anime/hackadoll/,未来高科技娃娃,2015年10月
,,花与爱丽丝杀人事件,日本,完结,搞笑|青春|动作|剧场版,http://www.dilidili.wang/anime/alice/,史上最强的转校生爱丽丝，史上最强的家里蹲花，,
濑户麻沙美|木村良平|楠大典|上田丽奈|石川界人|市道真央|小林裕介,,黑色残骸,日本,完结,科幻|机战,http://www.dilidili.wang/anime/heihai/,神奇的脑洞已经打开，新世界与超古代文明的联系到底是什么？,2016年4月
大原沙耶香|冬马由美|浪川大辅|日野聪|中田让治,日昇动画,黑神,日本,完结,热血|冒险|奇幻,http://www.dilidili.wang/anime/theanimation/,守黑忆黑之处,2010年之前
伊藤健太郎,TMS娱乐,哈姆太郎 国语版,日本,完结,搞笑|童年,http://www.dilidili.wang/anime/hamutail/,哈姆太郎,2010年之前
赤羽根健治|丰崎爱生|家中宏|茅野爱衣|木内秀信|朴璐美|高桥智秋|森川智之|杉田智和|石川界人|石田彰|石冢运升|细谷佳正|小野大辅|伊藤静|佐仓绫音,TYO Animation,火星异种,日本,完结,科幻|恐怖|热血,http://www.dilidili.wang/anime/terraformars/,超人气科幻热血类漫画改编，小强也要绝地反击,
户松遥|丰崎爱生|间岛淳司|能登麻美子|梶裕贵|小见川千明|伊藤加奈惠,P.A. Works,花开伊吕波,日本,,搞笑|励志|乙女,http://www.dilidili.wang/anime/hanasakuiroha/,P.A.WORKS十周年，少女们青涩时代的温泉青春故事，全心全意奉上！,
,,滑子菇 全世界的小伙伴,日本,连载,奇幻|泡面番,http://www.dilidili.wang/anime/neogugu/,可爱的滑子菇的日常,2016年4月
赤羽根健治|大桥贤一郎|大原沙耶香|丰崎爱生|立花慎之介|木内秀信|高桥智秋|石川界人|石田彰|石冢运升|细谷佳正|小野大辅|小野友树|伊藤静,,火星异种第二季,日本,完结,科幻|热血|冒险|动作,http://www.dilidili.wang/anime/hxyzdej/,高人气热血科幻再度来袭，吊足你胃口,2016年4月
大塚明夫|三木真一郎|上田丽奈|榊原良子|泽城美雪|洲崎绫,STUDIO 4℃,和谐 Harmony,日本,完结,冒险|奇幻|剧场版,http://www.dilidili.wang/anime/hxharmony/,深心融入其中，忘记时针的转动     伊藤计划三部曲,
宫野真守|大川透|井上和彦|朴璐美|入野自由|三木真一郎|桑岛法子|藤原启治|银河万丈|中田让治,MADHOUSE,黑冢-KUROZUKA,日本,完结,轻小说|冒险|奇幻,http://www.dilidili.wang/anime/kurozuka/,九郎和黑蜜之间的剪不断的羁绊,2010年之前
木村良平|木村昴|三宅麻理恵,Brains Base,回转企鹅罐,日本,完结,搞笑|治愈系|美少女,http://www.dilidili.wang/anime/Penguindrum/,妹妹死而复生,2011年7月
福圆美里|近藤隆,GONZO,黑猫,日本,完结,搞笑|推理|热血|动作,http://www.dilidili.wang/anime/blackcat/,动画相对于漫画来说时间线上修改了很多，动画在人物情感方面刻画更加饱满细致。,2010年之前
代永翼|福圆美里|喜多村英梨|原由实,SILVER LINK,黄昏少女×失忆,日本,完结,推理|冒险|恋爱|乙女,http://www.dilidili.wang/anime/Tasogare/,寻找幽灵少女夕子的记忆,2012年4月
